id,y
1520,9
1521,1
1522,2
1523,9
1524,8
1525,1
1526,8
1527,7
1528,6
1529,3
1530,8
1531,2
1532,3
1533,5
1534,4
1535,2
1536,8
1537,7
1538,5
1539,9
1540,8
1541,9
1542,3
1543,5
1544,6
1545,1
1546,1
1547,9
1548,4
1549,2
1550,3
1551,2
1552,6
1553,5
1554,5
1555,8
1556,6
1557,4
1558,6
1559,8
1560,8
1561,4
1562,6
1563,4
1564,5
1565,8
1566,4
1567,1
1568,2
1569,1
1570,5
1571,1
1572,8
1573,8
1574,1
1575,1
1576,6
1577,1
1578,1
1579,3
1580,6
1581,6
1582,1
1583,1
1584,4
1585,8
1586,1
1587,6
1588,5
1589,8
1590,8
1591,8
1592,9
1593,9
1594,7
1595,5
1596,1
1597,1
1598,6
1599,2
1600,1
1601,6
1602,1
1603,1
1604,6
1605,1
1606,6
1607,5
1608,5
1609,9
1610,6
1611,8
1612,9
1613,7
1614,6
1615,1
1616,3
1617,5
1618,8
1619,1
1620,1
1621,1
1622,2
1623,8
1624,1
1625,1
1626,8
1627,1
1628,5
1629,1
1630,1
1631,6
1632,1
1633,6
1634,2
1635,3
1636,8
1637,1
1638,1
1639,4
1640,9
1641,4
1642,8
1643,8
1644,6
1645,3
1646,1
1647,7
1648,2
1649,1
1650,1
1651,3
1652,4
1653,3
1654,5
1655,8
1656,8
1657,1
1658,1
1659,7
1660,8
1661,9
1662,8
1663,1
1664,1
1665,7
1666,8
1667,3
1668,8
1669,9
1670,1
1671,1
1672,1
1673,5
1674,2
1675,7
1676,3
1677,2
1678,8
1679,1
1680,1
1681,1
1682,4
1683,1
1684,1
1685,1
1686,9
1687,1
1688,8
1689,5
1690,2
1691,1
1692,9
1693,5
1694,6
1695,1
1696,6
1697,8
1698,8
1699,6
1700,5
1701,4
1702,2
1703,5
1704,1
1705,8
1706,4
1707,6
1708,5
1709,7
1710,2
1711,7
1712,7
1713,8
1714,6
1715,9
1716,9
1717,8
1718,8
1719,5
1720,1
1721,1
1722,1
1723,2
1724,1
1725,9
1726,3
1727,2
1728,9
1729,1
1730,8
1731,9
1732,3
1733,1
1734,1
1735,9
1736,2
1737,1
1738,3
1739,4
1740,8
1741,9
1742,7
1743,1
1744,1
1745,1
1746,4
1747,8
1748,1
1749,4
1750,5
1751,1
1752,8
1753,1
1754,4
1755,9
1756,9
1757,4
1758,8
1759,4
1760,3
1761,3
1762,4
1763,6
1764,6
1765,5
1766,9
1767,3
1768,3
1769,5
1770,5
1771,1
1772,5
1773,1
1774,6
1775,2
1776,6
1777,8
1778,5
1779,4
1780,8
1781,5
1782,1
1783,6
1784,3
1785,6
1786,1
1787,7
1788,8
1789,6
1790,8
1791,8
1792,4
1793,1
1794,5
1795,1
1796,8
1797,9
1798,1
